NPRI_ID,COMP_NAME,FACI_NAME,ADDRESS,CITY,PROVINCE,LATITUDE,LONGITUDE,DATUM,NAICS4,NAICS4_NAME_EN,NAICS6,NAICS6_NAME_EN,INTUITIVE_SECTOR_NAME_E,UNITS,TOTAL_ALL_RELEASES,SYMBOL
0000002924,Domtar Inc.,Kamloops Mill (SFO),2005 Mission Flats Road,Kamloops,BC,50.6861,-120.4037,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,188.17924,1
0000002935,Mines d'Or Wesdome limitée,Complexe minier Kiena,950 Kienawisik Chemin,Val-d'Or,QC,48.1083,-77.9417,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,0.30368,1
0000002938,Société en commandite Revenu Noranda,SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD,860 Gérard Cadieux Boulevard,Salaberry de Valleyfield,QC,45.2283,-74.0981,1983,3314,Non-ferrous metal (except aluminum) production and processing,331410,Non-Ferrous Metal (Except Aluminum) Smelting And Refining,Metals (Except Aluminum and Iron and Steel),tonnes,2.66008,1
0000002948,Tembec,Site de Témiscaming,33 Kipawa Chemin,Témiscaming,QC,46.7111,-79.0967,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,63.80039,1
0000002960,Shell Canada Products,Shell Scotford Refinery,55520 Range Road 214,Fort Saskatchewan,AB,53.7959,-113.0996,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,0.4061329,1
0000002963,Shell Chemicals Canada Limited.,Scotford Chemical Plant,55520 Range 214 Road,"Fort Saskatchewan,St",AB,53.8042,-113.0824,1983,3251,Basic chemical manufacturing,325110,Petrochemical Manufacturing,Chemicals,tonnes,4.203,1
0000002984,U.S. Steel Canada Inc.,Hamilton Works,386 Wilcox Street,Hamilton,ON,43.26438,-79.82723,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,0.1843,1
0000002986,ArcelorMittal Montréal Inc.,ArcelorMittal Contrecoeur Ouest,2050 Route des Aciéries,Contrecoeur,QC,45.8206,-73.2661,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,0.317727,1
0000002991,West Fraser Mills Ltd.,Hinton Pulp,760 Switzer Drive,Hinton,AB,53.4133,-117.5706,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,200.8609581,1
0000003062,Rio Tinto,Usine Grande-Baie,5000 Route du Petit-Parc,La Baie,QC,48.3058,-70.9267,1983,3313,Alumina and aluminum production and processing,331313,Primary Production Of Alumina And Aluminum,Aluminum,tonnes,0.00002,1
0000003071,Suncor Energy Products Partnership,Sarnia Refinery,1900 River Road,Sarnia,ON,42.9306,-82.4433,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,9.1997,1
0000003140,Compagnie WestRock du Canada Inc.,Usine de La Tuque,1000 Chemin de l'usine,La Tuque,QC,47.45,-72.7917,1983,3221,"Pulp, paper and paperboard mills",322130,Paperboard Mills,Pulp and Paper,tonnes,84.2916,1
0000003147,Canadian Nuclear Laboratories,Chalk River Laboratories,286 Plant Road,Chalk River,ON,46.0554,-77.3628,1983,5419,"Other professional, scientific and technical services",541990,"All Other Professional, Scientific And Technical Services",Other (Except Manufacturing),tonnes,0.0003214,1
0000003161,Ontario Power Generation Inc.,Pickering Nuclear,1675 Montgomery Park Road,Pickering,ON,43.8104,-79.0676,1983,2211,"Electric power generation, transmission and distribution",221113,Nuclear Electric Power Generation,Electricity,tonnes,0.24475,1
0000003163,Ontario Power Generation Inc.,Darlington Nuclear,1 Holt Road,Bowmanville,ON,43.8681,-78.725,1983,2211,"Electric power generation, transmission and distribution",221113,Nuclear Electric Power Generation,Electricity,tonnes,0.697,1
0000003185,Anthony Forest Products Company,Espanola Mill,1 Station Road,Espanola,ON,46.2681,-81.7683,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,172.63759,1
0000003190,TRW Canada,Plant 1,140 Bay Street,Midland,ON,44.7584,-79.8733,1983,3329,Other fabricated metal product manufacturing,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Other Manufacturing,tonnes,0.06809,1
0000003197,Williams Operating Corporation,Williams Mine,3km West of Junction Hwy 17 and 614 High,Marathon,ON,48.6942,-85.9188,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,389.815001,1
0000003242,Fibrek S.E.N.C.,Fibrek SENC,4000 St-Eusebe Chemin,St-Félicien,QC,48.6667,-72.4583,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,152.7116411,1
0000003350,McCain Foods Canada Ltd.,"FLORENCEVILLE, NEW BRUNSWICK",8800 Main Street,Florenceville-Bristol,NB,46.4498,-67.6116,1983,3114,Fruit and vegetable preserving and specialty food manufacturing,311410,Frozen Food Manufacturing,Other Manufacturing,tonnes,569.9,2
0000003353,McCain Foods Canada Ltd.,McCain Foods (Canada) GRAND FALLS,795 Route 108 Route,Grand Falls,NB,47.063,-67.7767,1983,3119,Other food manufacturing,311990,All Other Food Manufacturing,Other Manufacturing,tonnes,286.191,1
0000003356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,97C Highway,Logan Lake,BC,50.4742,-121.027,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,17.5657449,1
0000003394,Irving Paper Limited,Irving Paper,435 Bayside Drive,Saint John,NB,45.2788,-66.0249,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,51.43623,1
0000003406,Rio Tinto Alcan,Usine Arvida,1955 Mellon Boulevard,Saguenay,QC,48.4274,-71.1599,1983,3313,Alumina and aluminum production and processing,331313,Primary Production Of Alumina And Aluminum,Aluminum,tonnes,0.0118416,1
0000003411,"Hudson Bay Mining and Smelting Co., Limited",HBMS Snow Lake Mill,1 Highway #393 Highway,Snow Lake,MB,54.8561,-99.9434,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,1.15042,1
0000003414,"Hudson Bay Mining and Smelting Co., Limited",HBMS Metallurgical Complex,1 Company Road,Flin Flon,MB,54.771,-101.884,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,67.687018,1
0000003419,"Ford Motor Company of Canada, Limited",Oakville Assembly Plant,The Canadian Road,Oakville,ON,43.484,-79.6692,1983,3361,Motor vehicle manufacturing,336110,Automobile And Light-Duty Motor Vehicle Manufacturing,Transportation Equipment Mfg.,tonnes,9.566,1
0000003422,INVISTA (Canada) Company,INVISTA (Canada) Company,455 Front Road,Kingston,ON,44.2159,-76.5553,1983,3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",325220,Artificial And Synthetic Fibres And Filaments Manufacturing,Chemicals,tonnes,0.113,1
0000003468,Michelin North America (Canada),Bridgewater Plant,233 Logan Road,Bridgewater,NS,44.3853,-64.541,1983,3262,Rubber product manufacturing,326210,Tire Manufacturing,Plastics and Rubber,tonnes,0.038,1
0000003571,Ville de Montréal,Station d'épuration des eaux usées Jean-R.-Marcotte,12001 Maurice-Duplessis Boulevard Nord-E,Montréal,QC,45.6722,-73.525,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,6627.757001,4
0000003623,Glencore Canada Corporation,Fonderie Horne,101 Portelance Avenue,Rouyn-Noranda,QC,48.2542,-79.0167,1983,3315,Foundries,331529,Non-Ferrous Foundries (Except Die-Casting),Metals (Except Aluminum and Iron and Steel),tonnes,7.24358,1
0000003649,ArcelorMittal Montréal Inc.,Aciérie - ArcelorMittal Contrecoeur,0 - 3900 Route des Aciéries,Contrecoeur,QC,45.820545,-73.263617,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,0.375,1
0000003657,CAMECO,BLIND RIVER REFINERY,328 Eldorado Road,Blind River,ON,46.1799,-83.0172,1983,3251,Basic chemical manufacturing,325189,All Other Basic Inorganic Chemical Manufacturing,Chemicals,tonnes,2.70021,1
0000003677,Regional Municipality of Niagara,Niagara Falls Wastewater Treatment Plant,3450 Stanley Avenue,Niagara Falls,ON,43.1243,-79.0849,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,441.26797,1
0000003680,Regional Municipality of Niagara,Port Dalhousie Wastewater Treatment Plant,40 Lighthouse Road,St. Catharines,ON,43.2003,-79.2607,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,205.30977,1
0000003683,Regional Municipality of Niagara,Port Weller Wastewater Treatment Plant,27 Lombardy Street,St. Catharines,ON,43.2251,-79.219,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,211.8149,1
0000003686,Regional Municipality of Niagara,Port Colborne Wastewater Treatment Plant,30 Prosperity Avenue,Port Colborne,ON,42.9065,-79.2511,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,48.05479,1
0000003701,Imperial Oil,Nanticoke Refinery,225 2nd Concession,Nanticoke,ON,42.8375,-80.0517,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,46.21,1
0000003704,Imperial Oil,Sarnia Refinery Plant,602 Christina Street South,Sarnia,ON,42.9542,-82.4158,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,263.564,1
0000003707,Imperial Oil,Strathcona Refinery,Highway 16A & 34 Street,Edmonton,AB,53.5417,-113.3917,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,0.25533,1
0000003713,ArcelorMittal Dofasco G.P.,Dofasco Hamilton,1330 Burlington Street East,Hamilton,ON,43.2597,-79.8111,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,24.3875641,1
0000003802,Teck Metals Ltd.,Trail Operations,25 Aldridge Avenue,Trail,BC,49.0999,-117.7178,1983,3314,Non-ferrous metal (except aluminum) production and processing,331410,Non-Ferrous Metal (Except Aluminum) Smelting And Refining,Metals (Except Aluminum and Iron and Steel),tonnes,130.31284,1
0000003803,Ontario Clean Water Agency,G.E. Booth (Lakeview) Wastewater Treatment Facility,1300 Lakeshore Road East,Mississauga,ON,43.5784,-79.5476,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,2286.105,3
0000003810,Primero Mining Corp.,Primero Black Fox Mine,2839 Hwy 101 Highway East,Matheson,ON,48.5344,-80.3416,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,17.5678845,1
0000003812,Groupe des tréfileries Sivaco 2004,Sivaco Québec,800 Ouellette,Marieville,QC,45.429756,-73.167875,1983,3312,Steel product manufacturing from purchased steel,331222,Steel Wire Drawing,Iron and Steel,tonnes,0.0035,1
0000003821,Canadian Fertilizers Limited,Canadian Fertilizers Limited,1250 52nd Street Northwest,Medicine Hat,AB,50.0866,-110.7167,1983,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing",325313,Chemical Fertilizer (Except Potash) Manufacturing,Chemicals,tonnes,5.918,1
0000003824,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Whitby Mill",1801 Hopkins Street South,Whitby,ON,43.8578,-78.9097,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,0.0073601,1
0000003828,Produits forestiers Résolu,Produits forestiers Résolu -Usine Amos,801 des Papetiers,Amos,QC,48.5625,-78.1625,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,16.39477,1
0000003840,Parmalat Canada Inc.,Winchester,490 Gordon Street,Winchester,ON,45.0944,-75.3553,1983,3115,Dairy product manufacturing,311515,"Butter, Cheese, And Dry And Condensed Dairy Product Manufacturing",Other Manufacturing,tonnes,0.537,1
0000003855,U.S. Steel Canada Inc.,Lake Erie Works,2330 Regional #3 Road,Haldimand County,ON,42.81,-80.0967,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,48.525349,1
0000003897,Suncor Energy Products Partnership,Raffinerie de Montreal,11701 Sherbrooke Street East,Montreal,QC,45.6417,-73.5167,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,4.7260541,1
0000003899,Petro-Canada Lubricants Inc.,Mississauga Lubricants Centre,385 Southdown Road,Mississauga,ON,43.5012,-79.6101,1983,3241,Petroleum and coal product manufacturing,324190,Other Petroleum And Coal Product Manufacturing,Petroleum and Coal Product Refining and Mfg.,tonnes,0.0063,1
0000003903,Suncor Energy Products Partnership,Edmonton Refinery,801 Petroleum Way,Edmonton,AB,53.5505,-113.3589,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,25.320818,1
0000003905,Suncor Energy Products Partnership,Burrard Products Terminal,1155 Glenayre Drive,Port Moody,BC,49.27958,-122.884353,1983,4121,Petroleum and petroleum products merchant wholesalers CAN,412110,Petroleum And Petroleum Products Merchant Wholesalers,Oil & Gas Pipelines and Storage,tonnes,0.002,1
0000003928,Valero Energy Inc,Raffinerie Jean-Gaulin,165 chemin des Iles,Lévis,QC,46.7592,-71.1914,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,61.763131,1
0000003959,Slave Lake Pulp - A Division of West Fraser Mills,SLAVE LAKE PULP - SLAVE LAKE, ,Slave Lake,AB,55.2481,-114.514,1983,3221,"Pulp, paper and paperboard mills",322111,Mechanical Pulp Mills,Pulp and Paper,tonnes,8.27257,1
0000003962,Shell Canada Products,Sarnia Manufacturing Centre,150 St. Clair Parkway,Corunna,ON,42.9025,-82.4511,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,1.2345,1
0000003992,Nova Scotia Power Incorporated,Lingan Generating Station,0 - 2599 Hinchey Avenue,Lingan,NS,46.2358,-60.039,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.482695,1
0000003994,Nova Scotia Power Incorporated,Point Tupper Generating Station,4137 Port Malcolm Road,Port Hawkesbury,NS,45.5872,-61.3489,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.022119,1
0000003996,Nova Scotia Power Incorporated,Trenton Generating Station,1 Power Plant Road,Trenton,NS,45.6202,-62.6498,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.280595,1
0000004000,Nova Scotia Power Incorporated,Point Aconi Generating Station,1800 Prince Mine Road,Point Aconi,NS,46.3225,-60.3039,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.075782,1
0000004024,Glencore Canada Corporation DUPLICATE???,Brunswick Smelter,692 Main Street,Belledune,NB,47.8992,-65.8339,1983,3314,Non-ferrous metal (except aluminum) production and processing,331410,Non-Ferrous Metal (Except Aluminum) Smelting And Refining,Metals (Except Aluminum and Iron and Steel),tonnes,2.171,1
0000004063,Canfor Pulp Ltd.,Prince George Pulp and Paper and Intercontinental Pulp Mills,2789 Prince George Pulp Mill Road,Prince George,BC,53.925,-122.6944,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,150.620182,1
0000004068,Stadacona WB S.E.C.,Usine de Québec,10 des Capucins Boulevard,Québec,QC,46.8242,-71.2153,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,53.3026342,1
0000004101,Irving Oil Comercial G.P.,Refinery,340 Loch Lommond Road,Saint John,NB,45.2838,-66.0102,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,46.8842,1
0000004316,North Atlantic Refining LP,North Atlantic Refinery,1 Refinery Road,Come by Chance,NL,47.798,-53.9938,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,1.6841,1
0000004402,Revolution VSC LP,Revolution VSC LP,1200 Garnier Rue,Sainte-Catherine,QC,45.4,-73.6,1983,3315,Foundries,331529,Non-Ferrous Foundries (Except Die-Casting),Metals (Except Aluminum and Iron and Steel),tonnes,0.0343,1
0000004406,Ifastgroupe,Galvano,2620 Bernard-Pilon,Saint-Mathieu-de-Beloeil,QC,45.574664,-73.255816,1983,3328,"Coating, engraving, cold and heat treating and allied activities",332810,"Coating, Engraving, Cold And Heat Treating And Allied Activities",Other Manufacturing,tonnes,21.658,1
0000004435,City of Toronto,Highland Creek Treatment Plant,51 Beechgrove Drive,Toronto,ON,43.7667,-79.15,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,3388.03401,3
0000004610,Stella-Jones Inc.,New Westminster Plant,25 Braid Street,New Westminster,BC,49.22671,-122.87557,1983,3211,Sawmills and wood preservation,321114,Wood Preservation,Wood Products,tonnes,0.000000003,1
0000004646,Univar Canada Ltd.,North Vancouver,1545 BAY Street,Vancouver,BC,49.301,-123.0304,1983,3251,Basic chemical manufacturing,325181,Alkali And Chlorine Manufacturing,Chemicals,tonnes,0.055,1
0000004700,NOVA Chemicals Corporation,St. Clair River Site,285 Albert Street,Corunna,ON,42.8971,-82.4399,1983,3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",325210,Resin And Synthetic Rubber Manufacturing,Chemicals,tonnes,0.113,1
0000004723,KM Canada Marine Terminal Limited Partnership,Vancouver Wharves Terminal,1995 W 1st Street,North Vancouver,BC,49.3111,-123.1172,1983,4883,Support activities for water transportation,488320,Marine Cargo Handling,Other (Except Manufacturing),tonnes,0.0626925,1
0000004743,Corporation of the City of London,Greenway Pollution Control Centre,109 Greenside Avenue,London,ON,42.9744,-81.2821,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,654.316587,2
0000004755,City of Windsor,Little River Pollution Control Plant,9400 Little River Road Road,Windsor,ON,42.3298,-82.9267,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,43.275,1
0000004771,The Regional Municipality of Halton,Burlington Skyway Wastewater Treatment Plant,1125 Lakeshore Road,Burlington,ON,43.3097,-79.8014,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,3410.838521,3
0000004778,Aluminerie Alouette inc.,Aluminerie Alouette inc.,400 Chemin de de la Pointe-Noire,Sept-Îles,QC,50.1583,-66.4416,1983,3313,Alumina and aluminum production and processing,331313,Primary Production Of Alumina And Aluminum,Aluminum,tonnes,0.0001104,1
0000004779,City of Sarnia,Water Pollution Control Centre,333 St. Andrew Street,Sarnia,ON,42.9553,-82.406,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,158.8954156,1
0000004782,Alcoa Deschambault Limitée,Aluminerie de Deschambault,1 des Sources Boulevard,Deschambault,QC,46.693171,-71.94488,1983,3313,Alumina and aluminum production and processing,331313,Primary Production Of Alumina And Aluminum,Aluminum,tonnes,0.0000145,1
0000004788,Tembec - Usine Matane,Tembec - Usine Matane,400 du Port,Matane,QC,48.8318,-67.5565,1983,3221,"Pulp, paper and paperboard mills",322111,Mechanical Pulp Mills,Pulp and Paper,tonnes,2.272195,1
0000004789,Les Entreprises Rolland inc. Fibres Breakey,Les Entreprises Rolland inc. Fibres Breakey,3805 St-Augustin Avenue,Lévis,QC,46.6664,-71.2333,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,0.38,1
0000004790,Société en commandite FF Soucy WB,F.F.SOUCY - RIVIÈRE-DU-LOUP,191 Delage,Rivière-du-Loup,QC,47.8186,-69.52,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,18.60884,1
0000004803,Produits forestiers Résolu,Usine de Clermont,100 Donohue,Clermont,QC,47.6994,-70.2255,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,57.320637,1
0000004806,Rio Tinto Fer et Titane inc.,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,1625 Marie-Victorin,Sorel-Tracy,QC,46.0447,-73.1392,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,6.0028,1
0000004838,Halifax Regional Water Commission,J. Douglas Kline (Pockwock) Water Supply Plant,1749 Pockwock Road,Hammonds Plains,NS,44.7742,-63.8379,1983,2213,"Water, sewage and other systems US",221310,Water Supply And Irrigation Systems,Water and Wastewater Systems,tonnes,0.377,1
0000004866,AREVA Resources Canada Inc.,McClean Lake Operations,817 45th Street West,Saskatoon,SK,58.2501,-103.9172,1983,2122,Metal ore mining,212291,Uranium Ore Mining,Mining and Quarrying,tonnes,44.417704,1
0000004870,Canexus Corporation,Canexus - Beauharnois,75 des Hauts-Fourneaux,Beauharnois,QC,45.3112,-73.888,1983,3251,Basic chemical manufacturing,325189,All Other Basic Inorganic Chemical Manufacturing,Chemicals,tonnes,0.071876,1
0000004875,Cavendish Farms Corporation,Cavendish Farms,25532 #2 Highway,New Annan,PE,46.4222,-63.679,1983,3114,Fruit and vegetable preserving and specialty food manufacturing,311410,Frozen Food Manufacturing,Other Manufacturing,tonnes,192.247,1
0000004882,Newfoundland and Labrador Hydro,Holyrood Thermal Generating Station,1 Thermal Plant Road,Holyrood,NL,47.4506,-53.0963,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,21,1
0000004908,Regional Municipality of Durham,Duffin Creek WPCP,901 McKay Road,Pickering,ON,43.8182,-79.0513,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,198.527,1
0000004922,nyrstar,mine langlois,1000 Route Nord-Est,lebel-sur-quevillon,QC,49.2458,-76.67396,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,7.117146,1
0000004926,Graphic Packaging International Canada ULC,Graphic Packaging International Canada ULC - Jonquiere Mill,4010 Chemin St-Andre,Jonquière,QC,48.4351,-71.2526,1983,3221,"Pulp, paper and paperboard mills",322130,Paperboard Mills,Pulp and Paper,tonnes,0.88,1
0000004929,Corner Brook Pulp and Paper Ltd.,Corner Brook Pulp and Paper,1 Mill Road,Corner Brook,NL,48.9552,-57.9485,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,37.912,1
0000005007,Halifax Regional Water Commission,Lake Major Water Supply Plant,341 Cherrybrook Road,Cherrybrook,NS,44.7223,-63.4798,1983,2213,"Water, sewage and other systems US",221310,Water Supply And Irrigation Systems,Water and Wastewater Systems,tonnes,0.051,1
0000005008,AV Group NB Inc.,Atholville Mill,175 Mill Road,Atholville,NB,47.9924,-66.7234,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,74.19993,1
0000005013,Iron Ore Company of Canada,Carol Project,2 Avalon Rue,Labrador City,NL,52.9565,-66.8936,1983,2122,Metal ore mining,212210,Iron Ore Mining,Mining and Quarrying,tonnes,843.6664,2
0000005070,Louisiana-Pacific Canada Ltd.,East River Mill,2005 #3 Highway,East River,NS,44.584286,-64.162999,1983,3212,"Veneer, plywood and engineered wood product manufacturing",321216,Particle Board And Fibreboard Mills,Wood Products,tonnes,0.11803,1
0000005078,Greater Moncton Wastewater Commission,GMWC Wastewater Treatment Facility,355 Hillsborough Road,Riverview,NB,46.0783,-64.7665,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,468.2604,1
0000005087,Cape Breton Regional,Battery Point Treatment Plant,36 Ortona Drive,Sydney,NS,46.1377,-60.1958,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,71.05,1
0000005090,City of Charlottetown,Charlottetown Pollution Control Plant,18 Riverside Drive,Charlottetown,PE,46.2457,-63.1118,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,797.68872,2
0000005094,City of Fredericton,Barker St. Treatment Facility,980 Barker St. Street East,Fredericton,NB,45.9584,-66.6178,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,150.337612,1
0000005146,Huckleberry Mines Ltd.,Huckleberry Mines Ltd.,Forest Service Road,Houston,BC,53.6793,-127.1776,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,2.2988551,1
0000005166,NAWP General Partner Inc,Abbotsford,33730 Enterprise Avenue,Abbottsford,BC,49.0603,-122.2917,1983,3211,Sawmills and wood preservation,321114,Wood Preservation,Wood Products,tonnes,0.00396,1
0000005183,Tree Island Industries Ltd,Tree Island Industries,3933 Boundary Road,Richmond,BC,49.188,-122.9585,1983,3312,Steel product manufacturing from purchased steel,331222,Steel Wire Drawing,Iron and Steel,tonnes,3.254904,1
0000005189,Greater Vancouver Sewerage and Drainage District,Iona Island Wastewater Treatment Plant,1000 Ferguson Road,Richmond,BC,49.2185,-123.203,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,3663.039817,3
0000005219,"Hudson Bay Mining & Smelting Co., Limited",New Britannia Mine,114 Cedar Avenue East,Snow Lake,MB,54.8864,-100.0228,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,0.004475,1
0000005235,Cargill Foods,Cargill High River Plant,472 2A Highway Highway,High River,AB,50.5837,-113.8711,1983,3116,Meat product manufacturing,311611,Animal (Except Poultry) Slaughtering,Other Manufacturing,tonnes,422.8351,1
0000005308,City of Calgary,Bonnybrook Wastewater Treatment Plant,4302 15 Street Southeast,Calgary,AB,51.0128,-114.022,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,9835.9269,5
0000005309,City of Calgary,Fish Creek Wastewater Treatment Plant,1905 153 Avenue Southeast,Calgary,AB,50.9127,-114.0118,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,447.9143,1
0000005347,City of Saskatoon,WASTEWATER TREATMENT PLANT,470 Whiteswan Drive,Saskatoon,SK,52.1827,-106.606,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,1405.89566,2
